CHROM	ID	nREF	nALT	nHET	nTs	nTv	avgDP	Singletons	Missing_Sites
chr_22	401_CO_SCC_RUS_F	497914	22745	30099	38138	14706	6.0	2102	209990
chr_22	415_CC_GRW_HUN_F	638210	17234	36617	38855	14996	11.5	1492	68687
chr_22	301_CC_UNK_RUS_F	581796	16498	28850	32778	12570	6.6	1555	133604
chr_22	400_CO_SCC_RUS_F	614268	29026	37073	47554	18545	8.2	2301	80381
chr_22	330_CO_SCC_RUS_F	653764	30930	40966	51475	20421	11.0	2726	35088
chr_22	310_CO_ACW_RUS_F	654983	31973	39315	50923	20365	11.2	3024	34477
chr_22	119_CC_UNK_ENG_F	666410	17820	36703	39305	15218	9.5	2076	39815
chr_22	357_CO_YBW_RUS_F	661840	31795	41558	52472	20881	13.8	3161	25555
chr_22	382_CO_PLW_RUS_F	662454	31700	42034	52603	21131	14.4	3134	24560
chr_22	387_CP_MBW_RUS_F	623113	59376	20743	57858	22261	13.1	33735	57516
chr_22	327_CO_SCC_RUS_F	660648	32285	39921	51586	20620	12.4	2666	27894
chr_23	437_CC_UNK_MAC_F	308747	7072	17182	18197	6057	3.3	1619	464788
chr_23	442_CC_UNK_RUS_F	365429	8136	20552	21684	7004	3.7	2043	403672
chr_23	435_CC_UNK_UKR_F	384920	9218	20142	21714	7646	3.8	1579	383509
chr_23	432_CC_UNK_IRA_F	399639	9189	21223	22848	7564	3.9	2026	367738
chr_23	438_CC_UNK_RUS_F	422297	9310	23418	24699	8029	4.1	2213	342764
chr_23	444_CC_UNK_MON_F	416608	9617	23640	24971	8286	4.1	2172	347924
chr_23	423_CC_GRW_HUN_F	693415	19181	39667	42442	16406	10.3	2224	45526
chr_23	419_CC_GRW_HUN_F	679314	18546	37727	40551	15722	8.7	1811	62202
chr_23	427_CC_GRW_HUN_F	641197	17336	36578	38828	15086	8.6	1947	102678
chr_23	420_CC_GRW_HUN_F	591346	16165	32242	34887	13520	6.2	1408	158036
chr_23	418_CC_GRW_HUN_F	569285	14836	29883	32351	12368	5.7	1304	183785
chr_23	422_CC_GRW_HUN_F	582039	15947	31307	34102	13152	5.8	1436	168496
chr_23	429_CC_GRW_HUN_F	652230	18465	35934	39154	15245	8.7	1216	91160
chr_23	421_CC_GRW_HUN_F	530712	14521	27696	30494	11723	5.4	1072	224860
chr_23	424_CC_GRW_HUN_F	615560	17117	32724	35990	13851	6.7	1490	132388
chr_23	417_CC_GRW_HUN_F	618517	16984	32870	35989	13865	6.7	1270	129418
chr_23	428_CC_GRW_HUN_F	636751	17484	35351	38102	14733	7.3	1259	108203
chr_23	430_CC_GRW_HUN_F	657165	18379	36231	39315	15295	8.3	1717	86014
chr_23	426_CC_GRW_HUN_F	687253	19546	38917	42075	16388	10.7	1848	52073
chr_23	393_CC_UNK_RUS_F	530658	15141	25262	29328	11075	5.1	1035	226728
chr_23	370_CO_PLW_RUS_F	618422	26202	36645	45168	17679	7.3	2533	116520
chr_23	379_CO_PLW_RUS_F	662176	29012	38720	48572	19160	8.5	2854	67881
chr_23	120_CC_UNK_ENG_F	668555	18258	37583	40154	15687	7.8	2108	73393
chr_23	380_CO_PLW_RUS_F	675332	29525	40601	50300	19826	9.2	2865	52331
chr_23	283_CC_UNK_RUS_F	703345	21349	33479	39524	15304	9.8	1927	39616
chr_23	311_CO_ACW_RUS_F	678318	29599	40253	50072	19780	8.6	2605	49619
chr_23	285_CC_UNK_RUS_F	696462	20933	33879	39354	15458	9.0	1854	46515
chr_23	381_CO_PLW_RUS_F	699864	30929	43833	53639	21123	12.1	3149	23163
chr_23	304_CC_UNK_RUS_F	716939	19468	40793	43366	16895	10.9	2109	20589
chr_23	362_CO_PLW_RUS_F	702653	31729	42924	53452	21201	13.3	3263	20483
chr_23	328_CC_SCC_RUS_F	720896	20428	38794	42649	16573	12.4	1975	17671
chr_23	317_CO_SCC_RUS_F	702644	31170	42997	53251	20916	12.8	2933	20978
chr_23	295_CC_UNK_RUS_F	721635	23287	32282	40104	15465	11.9	1770	20585
chr_23	277_CC_UNK_RUS_F	702496	21761	32526	39088	15199	10.4	1528	41006
chr_23	376_CO_PLW_RUS_F	700086	32477	41000	52610	20867	12.5	3509	24226
chr_23	286_CC_UNK_RUS_F	721407	22069	34843	40776	16136	11.9	2110	19470
chr_23	252_CC_SRT_RUS_F	722388	20741	39016	42985	16772	12.2	2007	15644
chr_23	291_CC_UNK_RUS_F	725404	22584	34233	40938	15879	12.8	1841	15568
chr_23	294_CC_UNK_RUS_F	726133	22514	35911	41951	16474	14.7	1861	13231
chr_23	276_CC_UNK_RUS_F	729093	22575	35497	41781	16291	15.6	1801	10624
chr_23	436_CC_UNK_ROM_F	258535	5472	14309	14890	4891	3.0	1448	519473
chr_23	439_CC_UNK_RUS_F	341345	7265	19243	19982	6526	3.5	1858	429936
chr_23	441_CC_UNK_RUS_F	261901	5442	13770	14564	4648	3.0	1374	516676
chr_23	443_CC_UNK_RUS_F	305843	6736	16770	17528	5978	3.3	1470	468440
chr_23	440_CC_UNK_RUS_F	375232	8330	21199	22249	7280	3.7	1919	393028
chr_23	445_CC_UNK_TOG_F	377023	8234	21418	22285	7367	3.8	2060	391114
chr_23	431_CC_UNK_EST_F	466970	10528	26912	28087	9353	4.5	2355	293379
chr_23	433_CC_UNK_CHN_F	416797	10544	20628	23372	7800	4.0	2080	349820
chr_23	434_CC_UNK_UKR_F	405052	9434	22425	23728	8131	3.9	1829	360878
chr_23	414_CC_GRW_HUN_F	704212	19376	40250	42872	16754	11.4	1657	33951
chr_23	412_CC_GRW_HUN_F	703108	19680	40285	43155	16810	11.6	1898	34716
chr_23	410_CC_GRW_HUN_F	712908	20625	39254	43054	16825	14.0	2118	25002
chr_23	411_CC_GRW_HUN_F	604754	15739	33713	35711	13741	6.3	1607	143583
chr_23	413_CC_GRW_HUN_F	610207	16583	33236	35922	13897	6.7	1674	137763
chr_23	416_CC_GRW_HUN_F	703936	19846	40459	43330	16975	15.1	2004	33548
chr_23	401_CO_SCC_RUS_F	598244	24918	36470	44278	17110	7.2	2368	138157
chr_23	415_CC_GRW_HUN_F	697802	19267	39855	42516	16606	12.5	1889	40865
chr_23	301_CC_UNK_RUS_F	634549	18054	31258	35620	13692	6.8	1415	113928
chr_23	400_CO_SCC_RUS_F	673007	29333	39981	49697	19617	8.9	2707	55468
chr_23	330_CO_SCC_RUS_F	697286	30500	42738	52507	20731	11.3	2905	27265
chr_23	310_CO_ACW_RUS_F	699057	30954	42394	52583	20765	11.6	2768	25384
chr_23	119_CC_UNK_ENG_F	709977	19762	39742	42856	16648	10.0	2483	28308
chr_23	357_CO_YBW_RUS_F	703142	31339	43838	53784	21393	13.7	3306	19470
chr_23	382_CO_PLW_RUS_F	704408	31224	44402	54245	21381	14.5	3286	17755
chr_23	387_CP_MBW_RUS_F	664446	58690	21609	57970	22329	12.3	33329	53044
chr_23	327_CO_SCC_RUS_F	703046	31610	42324	52930	21004	12.9	2727	20809
chr_24	437_CC_UNK_MAC_F	261219	6072	14639	15830	4881	3.3	1330	403216
chr_24	442_CC_UNK_RUS_F	313859	7304	17732	18981	6055	3.7	1705	346251
chr_24	435_CC_UNK_UKR_F	314948	7959	16859	18654	6164	3.7	1256	345380
chr_24	432_CC_UNK_IRA_F	335629	8028	18111	19714	6425	3.8	1727	323378
chr_24	438_CC_UNK_RUS_F	366142	8661	20844	22273	7232	4.1	2017	289499
chr_24	444_CC_UNK_MON_F	354124	7922	20991	21997	6916	4.0	2014	302109
chr_24	423_CC_GRW_HUN_F	574340	16558	33099	36054	13603	9.6	1701	61149
chr_24	419_CC_GRW_HUN_F	580660	16799	32573	35935	13437	9.7	1574	55114
chr_24	427_CC_GRW_HUN_F	539431	15463	30350	33420	12393	8.5	1540	99902
chr_24	420_CC_GRW_HUN_F	498447	14140	27508	30326	11322	6.3	1165	145051
chr_24	418_CC_GRW_HUN_F	481172	13324	25520	28402	10442	5.8	1090	165130
chr_24	422_CC_GRW_HUN_F	481686	13348	25707	28407	10648	5.6	889	164405
chr_24	429_CC_GRW_HUN_F	542049	18095	24159	30884	11370	8.3	1064	100843
chr_24	421_CC_GRW_HUN_F	440288	11868	24383	26487	9764	5.4	745	208607
chr_24	424_CC_GRW_HUN_F	509337	13220	28485	30305	11400	6.4	1287	134104
chr_24	417_CC_GRW_HUN_F	510439	14135	28706	31208	11633	6.6	767	131866
chr_24	428_CC_GRW_HUN_F	523375	14269	29329	31781	11817	6.8	1210	118173
chr_24	430_CC_GRW_HUN_F	546236	15472	30306	33282	12496	8.0	1391	93132
chr_24	426_CC_GRW_HUN_F	568878	16016	32606	35433	13189	9.9	1453	67646
chr_24	393_CC_UNK_RUS_F	422802	12338	19890	23643	8585	4.7	905	230116
chr_24	370_CO_PLW_RUS_F	462749	20278	27127	34257	13148	5.6	1880	174992
chr_24	379_CO_PLW_RUS_F	552307	24717	33469	42026	16160	8.0	2533	74653
chr_24	120_CC_UNK_ENG_F	552186	15441	31617	34290	12768	7.2	1770	85902
chr_24	380_CO_PLW_RUS_F	558657	24987	34422	42971	16438	8.3	2596	67080
chr_24	283_CC_UNK_RUS_F	589817	17950	29762	34784	12928	9.2	1591	47617
chr_24	311_CO_ACW_RUS_F	566390	24763	35215	43271	16707	8.0	2124	58778
chr_24	285_CC_UNK_RUS_F	579907	17810	28878	33921	12767	8.4	1427	58551
chr_24	381_CO_PLW_RUS_F	594869	27001	38069	46998	18072	12.1	2971	25207
chr_24	304_CC_UNK_RUS_F	610064	16788	35507	38022	14273	11.1	2156	22787
chr_24	362_CO_PLW_RUS_F	599543	27938	37800	47488	18250	13.9	2883	19865
chr_24	328_CC_SCC_RUS_F	607416	17336	34820	38021	14135	11.9	1630	25574
chr_24	317_CO_SCC_RUS_F	596253	26751	38448	46950	18249	12.5	2802	23694
chr_24	295_CC_UNK_RUS_F	607953	20050	27310	34570	12790	10.8	1329	29833
chr_24	277_CC_UNK_RUS_F	616488	19562	30214	36148	13628	12.7	1567	18882
chr_24	376_CO_PLW_RUS_F	592580	27641	36487	46298	17830	11.8	2828	28438
chr_24	286_CC_UNK_RUS_F	608949	18795	30838	36063	13570	11.1	1637	26564
chr_24	252_CC_SRT_RUS_F	615038	18387	33539	37710	14216	12.3	1633	18182
chr_24	291_CC_UNK_RUS_F	615465	20486	28589	35687	13388	12.5	1477	20606
chr_24	294_CC_UNK_RUS_F	615005	19794	30324	36556	13562	13.5	1599	20023
chr_24	276_CC_UNK_RUS_F	622824	19146	32420	37347	14219	16.9	1833	10756
chr_24	436_CC_UNK_ROM_F	219146	4789	12236	12917	4108	2.9	1179	448975
chr_24	439_CC_UNK_RUS_F	293338	6628	16835	17939	5524	3.5	1648	368345
chr_24	441_CC_UNK_RUS_F	220284	4621	12255	12948	3928	3.0	1246	447986
chr_24	443_CC_UNK_RUS_F	265110	5951	14870	15677	5144	3.3	1249	399215
chr_24	440_CC_UNK_RUS_F	315582	7004	18179	19034	6149	3.7	1733	344381
chr_24	445_CC_UNK_TOG_F	319556	7351	17525	19032	5844	3.7	1756	340714
chr_24	431_CC_UNK_EST_F	406598	9367	24636	25762	8241	4.5	2237	244545
chr_24	433_CC_UNK_CHN_F	349948	8862	17941	20185	6618	4.0	1761	308395
chr_24	434_CC_UNK_UKR_F	335627	7844	19132	20186	6790	3.9	1631	322543
chr_24	414_CC_GRW_HUN_F	588870	16878	34823	37731	13970	11.2	1734	44575
chr_24	412_CC_GRW_HUN_F	592841	16891	33611	36660	13842	12.2	1642	41803
chr_24	410_CC_GRW_HUN_F	599510	17271	35593	38282	14582	14.6	1578	32772
chr_24	411_CC_GRW_HUN_F	508246	13653	28703	30861	11495	6.6	1290	134544
chr_24	413_CC_GRW_HUN_F	504158	14204	28295	30992	11507	6.5	1199	138489
chr_24	416_CC_GRW_HUN_F	588337	17484	33905	37539	13850	14.3	1681	45420
chr_24	401_CO_SCC_RUS_F	437343	18186	27416	33437	12165	5.6	1755	202201
chr_24	415_CC_GRW_HUN_F	581539	16478	33172	36167	13483	11.6	1443	53957
chr_24	301_CC_UNK_RUS_F	526644	15355	27518	31277	11596	6.5	1220	115629
chr_24	400_CO_SCC_RUS_F	553891	24412	33896	42145	16163	8.0	2129	72947
chr_24	330_CO_SCC_RUS_F	592332	26345	37772	46197	17920	11.1	2445	28697
chr_24	310_CO_ACW_RUS_F	592681	26755	37348	46350	17753	11.2	2454	28362
chr_24	119_CC_UNK_ENG_F	599342	17116	34153	37311	13958	9.5	2004	34535
chr_24	357_CO_YBW_RUS_F	598734	27040	38470	47181	18329	13.8	2650	20902
chr_24	382_CO_PLW_RUS_F	597531	27362	38718	47936	18144	14.2	2924	21535
chr_24	387_CP_MBW_RUS_F	558376	57207	18781	55234	20754	13.4	33308	50782
chr_24	327_CO_SCC_RUS_F	596906	27117	37869	46902	18084	12.4	2604	23254
chr_25	437_CC_UNK_MAC_F	222199	4899	13050	13517	4432	3.1	1251	381863
chr_25	442_CC_UNK_RUS_F	273256	5889	15567	16051	5405	3.6	1577	327299
chr_25	435_CC_UNK_UKR_F	269451	6360	14713	15607	5466	3.5	1227	331487
chr_25	432_CC_UNK_IRA_F	291603	6169	16348	16806	5711	3.8	1551	307891
chr_25	438_CC_UNK_RUS_F	318980	6990	18567	19189	6368	4.0	1829	277474
chr_25	444_CC_UNK_MON_F	308940	6936	17992	18635	6293	3.9	1709	288143
chr_25	423_CC_GRW_HUN_F	489313	13816	28882	30749	11949	9.0	1035	90000
chr_25	419_CC_GRW_HUN_F	495469	13765	29213	30789	12189	9.1	1305	83564
chr_25	427_CC_GRW_HUN_F	448423	12115	26030	27405	10740	7.7	1316	135443
chr_25	420_CC_GRW_HUN_F	423067	11210	24139	25464	9885	6.2	1064	163595
chr_25	418_CC_GRW_HUN_F	403859	10948	22732	24124	9556	5.6	1011	184472
chr_25	422_CC_GRW_HUN_F	404905	10491	23120	24214	9397	5.3	889	183495
chr_25	429_CC_GRW_HUN_F	448839	12434	26531	27952	11013	7.5	1286	134207
chr_25	421_CC_GRW_HUN_F	371663	9828	20755	21981	8602	5.3	890	219765
chr_25	424_CC_GRW_HUN_F	421033	11398	23786	25280	9904	6.0	793	165794
chr_25	417_CC_GRW_HUN_F	425981	11947	24299	26051	10195	6.3	1080	159784
chr_25	428_CC_GRW_HUN_F	433005	11396	24454	25760	10090	6.3	1052	153156
chr_25	430_CC_GRW_HUN_F	454909	12612	26190	27789	11013	7.4	1396	128300
chr_25	426_CC_GRW_HUN_F	473281	13314	30650	31306	12658	9.1	1271	104766
chr_25	393_CC_UNK_RUS_F	373272	9941	17792	19969	7764	4.7	810	221006
chr_25	370_CO_PLW_RUS_F	395103	15880	26305	30090	12095	5.6	1779	184723
chr_25	379_CO_PLW_RUS_F	479135	19948	31874	37128	14694	7.7	2094	91054
chr_25	120_CC_UNK_ENG_F	480719	13382	30070	31063	12389	7.1	1656	97840
chr_25	380_CO_PLW_RUS_F	488716	20555	32737	38084	15208	8.1	2365	80003
chr_25	283_CC_UNK_RUS_F	519078	15185	27246	30450	11981	8.8	1414	60502
chr_25	311_CO_ACW_RUS_F	503522	21170	33404	38752	15822	8.1	1919	63915
chr_25	285_CC_UNK_RUS_F	512500	15492	25575	29224	11843	8.3	1407	68444
chr_25	381_CO_PLW_RUS_F	527500	22968	35983	42101	16850	11.9	2703	35560
chr_25	304_CC_UNK_RUS_F	541991	15293	31378	33421	13250	10.5	1937	33349
chr_25	362_CO_PLW_RUS_F	531920	23210	36976	42855	17331	13.7	2892	29905
chr_25	328_CC_SCC_RUS_F	539933	15756	29051	32100	12707	11.5	1672	37271
chr_25	317_CO_SCC_RUS_F	529930	22711	35912	41938	16685	12.2	2537	33458
chr_25	295_CC_UNK_RUS_F	543204	16674	27170	31255	12589	11.0	1396	34963
chr_25	277_CC_UNK_RUS_F	544845	16945	26565	31089	12421	12.2	1393	33656
chr_25	376_CO_PLW_RUS_F	526022	24214	33470	41038	16646	11.7	2789	38305
chr_25	286_CC_UNK_RUS_F	545918	16452	27803	31586	12669	11.2	1549	31838
chr_25	252_CC_SRT_RUS_F	549271	15564	31180	33379	13365	11.8	1684	25996
chr_25	291_CC_UNK_RUS_F	551223	16858	27438	31599	12697	12.4	1513	26492
chr_25	294_CC_UNK_RUS_F	550850	16720	28442	32145	13017	13.6	1540	25999
chr_25	276_CC_UNK_RUS_F	561121	17054	28837	32657	13234	17.3	1755	14999
chr_25	436_CC_UNK_ROM_F	189832	3733	10862	10943	3652	2.9	1103	417584
chr_25	439_CC_UNK_RUS_F	257952	5389	14712	15200	4901	3.5	1612	343958
chr_25	441_CC_UNK_RUS_F	190999	3774	10700	10901	3573	2.9	1129	416538
chr_25	443_CC_UNK_RUS_F	229605	4885	12526	12880	4531	3.2	1163	374995
chr_25	440_CC_UNK_RUS_F	273166	5866	15640	16183	5323	3.6	1519	327339
chr_25	445_CC_UNK_TOG_F	276802	5813	16193	16593	5413	3.6	1566	323203
chr_25	431_CC_UNK_EST_F	352575	7803	21459	21870	7392	4.4	1911	240174
chr_25	433_CC_UNK_CHN_F	303591	7408	16213	17594	6027	3.9	1614	294799
chr_25	434_CC_UNK_UKR_F	290140	6597	17015	17502	6110	3.7	1380	308259
chr_25	414_CC_GRW_HUN_F	506270	14841	28659	31192	12308	10.4	1159	72241
chr_25	412_CC_GRW_HUN_F	509147	14115	30517	31997	12635	12.0	1507	68232
chr_25	410_CC_GRW_HUN_F	520875	14526	31333	32674	13185	14.6	1319	55277
chr_25	411_CC_GRW_HUN_F	429393	11562	24926	26250	10238	6.5	1100	156130
chr_25	413_CC_GRW_HUN_F	418903	11628	23249	25065	9812	6.2	734	168231
chr_25	416_CC_GRW_HUN_F	505258	14371	28220	30519	12072	13.4	1249	74162
chr_25	401_CO_SCC_RUS_F	376981	15358	24463	28552	11269	5.6	1496	205209
chr_25	415_CC_GRW_HUN_F	490843	13976	28391	30277	12090	10.6	876	88801
chr_25	301_CC_UNK_RUS_F	460360	12591	24442	26552	10481	6.4	1210	124618
chr_25	400_CO_SCC_RUS_F	485032	20087	32497	37608	14976	7.9	1982	84395
chr_25	330_CO_SCC_RUS_F	523618	22574	34969	40974	16569	10.6	2233	40850
chr_25	310_CO_ACW_RUS_F	521879	22092	35641	41264	16469	10.7	2502	42399
chr_25	119_CC_UNK_ENG_F	534531	14656	31656	33192	13120	9.4	2058	41168
chr_25	357_CO_YBW_RUS_F	533993	24511	33417	41286	16642	13.7	2547	30090
chr_25	382_CO_PLW_RUS_F	534020	22893	37217	42879	17231	14.3	2770	27881
chr_25	387_CP_MBW_RUS_F	493583	47580	17755	46983	18352	12.9	27056	63093
chr_25	327_CO_SCC_RUS_F	529470	22686	36770	42366	17090	12.2	2466	33085
chr_26	437_CC_UNK_MAC_F	211885	4432	11642	11894	4180	3.2	1104	337268
chr_26	442_CC_UNK_RUS_F	252144	5305	13197	13851	4651	3.6	1442	294581
chr_26	435_CC_UNK_UKR_F	257864	5914	13411	14072	5253	3.7	1062	288038
chr_26	432_CC_UNK_IRA_F	272906	6238	13716	14710	5244	3.8	1349	272367
chr_26	438_CC_UNK_RUS_F	292464	6116	15947	16371	5692	4.0	1569	250700
chr_26	444_CC_UNK_MON_F	284174	6004	15635	16115	5524	3.9	1544	259414
chr_26	423_CC_GRW_HUN_F	470448	12748	25271	27007	11012	9.6	1371	56760
chr_26	419_CC_GRW_HUN_F	477749	12911	26114	27732	11293	10.5	1313	48453
chr_26	427_CC_GRW_HUN_F	422515	11589	22125	23986	9728	7.7	1243	108998
chr_26	420_CC_GRW_HUN_F	402919	10610	21002	22520	9092	6.9	1027	130696
chr_26	418_CC_GRW_HUN_F	396492	10624	20933	22503	9054	6.4	962	137178
chr_26	422_CC_GRW_HUN_F	388087	10221	19983	21486	8718	5.5	847	146936
chr_26	429_CC_GRW_HUN_F	428262	11359	23354	24748	9965	7.7	876	102252
chr_26	421_CC_GRW_HUN_F	378879	10128	20027	21384	8771	6.3	717	156193
chr_26	424_CC_GRW_HUN_F	409911	10376	21955	23010	9321	6.5	1060	122985
chr_26	417_CC_GRW_HUN_F	416091	12632	19160	22624	9168	6.9	1062	117344
chr_26	428_CC_GRW_HUN_F	421604	11041	22582	23861	9762	6.6	830	110000
chr_26	430_CC_GRW_HUN_F	442813	12167	24121	25745	10543	7.8	1089	86126
chr_26	426_CC_GRW_HUN_F	464726	12715	25142	26825	11032	9.8	1135	62644
chr_26	393_CC_UNK_RUS_F	349375	9254	17007	18651	7610	4.8	797	189591
chr_26	370_CO_PLW_RUS_F	390219	18358	24502	30257	12603	6.5	1772	132148
chr_26	379_CO_PLW_RUS_F	444934	22028	27268	34869	14427	8.1	1952	70997
chr_26	120_CC_UNK_ENG_F	462482	12996	24069	26217	10848	7.6	1451	65680
chr_26	380_CO_PLW_RUS_F	452564	22481	28248	35872	14857	8.6	2216	61934
chr_26	283_CC_UNK_RUS_F	484469	13814	23834	26678	10970	9.5	1346	43110
chr_26	311_CO_ACW_RUS_F	459340	22957	28444	36333	15068	8.2	1820	54486
chr_26	285_CC_UNK_RUS_F	478948	13432	23457	26081	10808	8.6	1284	49390
chr_26	381_CO_PLW_RUS_F	477927	24544	30028	38513	16059	11.5	2420	32728
chr_26	304_CC_UNK_RUS_F	495947	13709	27384	29197	11896	10.5	1487	28187
chr_26	362_CO_PLW_RUS_F	481282	24565	31107	39290	16382	13.0	2464	28273
chr_26	328_CC_SCC_RUS_F	497473	13396	27118	28621	11893	11.8	1274	27240
chr_26	317_CO_SCC_RUS_F	480584	24892	29723	38504	16111	12.1	2161	30028
chr_26	295_CC_UNK_RUS_F	499036	15965	21632	26657	10940	11.1	1243	28594
chr_26	277_CC_UNK_RUS_F	492116	14207	22462	26054	10615	11.3	1277	36442
chr_26	376_CO_PLW_RUS_F	477141	24763	29249	38226	15786	11.5	2403	34074
chr_26	286_CC_UNK_RUS_F	499991	14072	24944	27678	11338	11.3	1598	26220
chr_26	252_CC_SRT_RUS_F	502940	13433	26983	28496	11920	11.8	1394	21871
chr_26	291_CC_UNK_RUS_F	504906	15263	23343	27400	11206	12.4	1374	21715
chr_26	294_CC_UNK_RUS_F	505727	15097	24779	28152	11724	14.1	1340	19624
chr_26	276_CC_UNK_RUS_F	509320	15135	25221	28533	11823	15.4	1666	15551
chr_26	436_CC_UNK_ROM_F	175765	3584	9356	9661	3279	2.9	974	376522
chr_26	439_CC_UNK_RUS_F	232658	4784	12909	13287	4406	3.4	1247	314876
chr_26	441_CC_UNK_RUS_F	178644	3545	9098	9478	3165	2.9	955	373940
chr_26	443_CC_UNK_RUS_F	205980	4148	11228	11350	4026	3.2	1049	343871
chr_26	440_CC_UNK_RUS_F	255899	6362	11649	13430	4581	3.6	1332	291317
chr_26	445_CC_UNK_TOG_F	257110	5210	14260	14548	4922	3.7	1422	288647
chr_26	431_CC_UNK_EST_F	318851	6932	17903	18507	6328	4.3	1786	221541
chr_26	433_CC_UNK_CHN_F	284310	6535	14257	15337	5455	3.9	1465	260125
chr_26	434_CC_UNK_UKR_F	275866	5884	15244	15539	5589	3.8	1344	268233
chr_26	414_CC_GRW_HUN_F	481806	13553	26189	28165	11577	10.8	1256	43679
chr_26	412_CC_GRW_HUN_F	483068	13121	27851	29100	11872	13.7	1365	41187
chr_26	410_CC_GRW_HUN_F	491929	13561	27927	29383	12105	16.2	1517	31810
chr_26	411_CC_GRW_HUN_F	415083	10510	23235	23861	9884	7.3	1151	116399
chr_26	413_CC_GRW_HUN_F	408699	10750	21946	23255	9441	6.8	1052	123832
chr_26	416_CC_GRW_HUN_F	480115	13175	26388	28022	11541	13.8	1424	45549
chr_26	401_CO_SCC_RUS_F	373312	17529	23644	29112	12061	6.4	1506	150742
chr_26	415_CC_GRW_HUN_F	475089	13148	26813	28284	11677	11.5	1072	50177
chr_26	301_CC_UNK_RUS_F	442148	11872	22416	24281	10007	6.8	1106	88791
chr_26	400_CO_SCC_RUS_F	449553	22707	27249	35511	14445	8.2	1777	65718
chr_26	330_CO_SCC_RUS_F	474752	23984	29829	38208	15605	10.5	2002	36662
chr_26	310_CO_ACW_RUS_F	475193	23932	29993	38142	15783	10.7	2120	36109
chr_26	119_CC_UNK_ENG_F	492113	13247	26885	28503	11629	9.6	1751	32982
chr_26	357_CO_YBW_RUS_F	482609	24656	30887	39214	16329	13.1	2319	27075
chr_26	382_CO_PLW_RUS_F	482261	24879	30400	39051	16228	13.5	2387	27687
chr_26	387_CP_MBW_RUS_F	445958	44847	15078	42775	17150	12.0	25385	59344
chr_26	327_CO_SCC_RUS_F	481267	24886	29928	38531	16283	12.3	2088	29146
chr_27	437_CC_UNK_MAC_F	212963	4966	12147	13050	4063	3.2	1203	354197
chr_27	442_CC_UNK_RUS_F	265629	5713	15314	16153	4874	3.7	1592	297617
chr_27	435_CC_UNK_UKR_F	253774	6222	13837	15036	5023	3.5	1023	310440
chr_27	432_CC_UNK_IRA_F	278737	6851	15139	16799	5191	3.8	1518	283546
chr_27	438_CC_UNK_RUS_F	307136	7096	18149	19312	5933	4.1	1779	251892
chr_27	444_CC_UNK_MON_F	299260	6868	17490	18562	5796	4.0	1683	260655
chr_27	423_CC_GRW_HUN_F	460625	13298	26473	29174	10597	8.8	1209	83877
chr_27	419_CC_GRW_HUN_F	477532	13409	27629	29954	11084	9.9	1394	65703
chr_27	427_CC_GRW_HUN_F	432285	12406	25342	27573	10175	8.0	876	114240
chr_27	420_CC_GRW_HUN_F	405715	11223	22795	24899	9119	6.4	928	144540
chr_27	418_CC_GRW_HUN_F	400210	11421	22194	24610	9005	6.0	1139	150448
chr_27	422_CC_GRW_HUN_F	385024	10682	20990	23185	8487	5.3	991	167577
chr_27	429_CC_GRW_HUN_F	425963	13105	22627	26130	9602	7.5	944	122578
chr_27	421_CC_GRW_HUN_F	364341	10146	20675	22625	8196	5.6	603	189111
chr_27	424_CC_GRW_HUN_F	400218	11214	22566	24878	8902	6.0	1058	150275
chr_27	417_CC_GRW_HUN_F	408500	11859	22804	25424	9239	6.3	1151	141110
chr_27	428_CC_GRW_HUN_F	409438	11662	22981	25473	9170	6.2	757	140192
chr_27	430_CC_GRW_HUN_F	432338	12172	24836	27109	9899	7.4	930	114927
chr_27	426_CC_GRW_HUN_F	448694	12814	26286	28495	10605	8.9	1234	96479
chr_27	393_CC_UNK_RUS_F	338659	9831	17158	19740	7249	4.5	739	218625
chr_27	370_CO_PLW_RUS_F	347856	14738	21008	25890	9856	4.9	1439	200671
chr_27	379_CO_PLW_RUS_F	452269	19731	28323	35043	13011	7.5	2124	83950
chr_27	120_CC_UNK_ENG_F	451902	13013	24566	27408	10171	6.8	1418	94792
chr_27	380_CO_PLW_RUS_F	457288	20281	28562	35486	13357	7.7	2090	78142
chr_27	283_CC_UNK_RUS_F	488514	14776	25038	29117	10697	8.8	1396	55945
chr_27	311_CO_ACW_RUS_F	471249	21077	28456	35853	13680	7.8	1911	63491
chr_27	285_CC_UNK_RUS_F	482899	14305	25096	28688	10713	8.2	1356	61973
chr_27	381_CO_PLW_RUS_F	498804	22838	32383	39847	15374	12.0	2490	30248
chr_27	304_CC_UNK_RUS_F	513919	14838	30315	32739	12414	11.1	1739	25201
chr_27	362_CO_PLW_RUS_F	503829	23208	32927	40559	15576	14.2	2583	24309
chr_27	328_CC_SCC_RUS_F	507137	14876	29155	32096	11935	11.4	1705	33105
chr_27	317_CO_SCC_RUS_F	500361	22742	32643	40105	15280	12.2	2567	28527
chr_27	295_CC_UNK_RUS_F	507903	16370	25146	30314	11202	10.3	1231	34854
chr_27	277_CC_UNK_RUS_F	521687	17445	25481	31131	11795	13.8	1405	19660
chr_27	376_CO_PLW_RUS_F	497079	23323	30493	38822	14994	11.4	2554	33378
